,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2018-12-15 07:59:59.999,1544745600000,86.35000000,87.25000000,82.20000000,83.82000000,318003.73427000,1544831999999,27041687.80010720,102917,163056.11732000,13866423.31554280,0
2018-12-16 07:59:59.999,1544832000000,83.82000000,85.00000000,81.79000000,83.76000000,217360.65775000,1544918399999,18169124.00023020,83696,112417.15502000,9399655.75292960,0
2018-12-17 07:59:59.999,1544918400000,83.75000000,87.64000000,83.73000000,84.67000000,241366.76305000,1545004799999,20783723.69307070,78098,122970.75808000,10586916.04499740,0
2018-12-18 07:59:59.999,1545004800000,84.68000000,97.00000000,84.40000000,94.02000000,472252.23388000,1545091199999,42965553.41586940,156319,253291.04756000,23061523.29687090,0
2018-12-19 07:59:59.999,1545091200000,94.03000000,101.30000000,91.34000000,100.39000000,529946.79175000,1545177599999,50202945.79170170,173951,276927.03282000,26305895.16900560,0
2018-12-20 07:59:59.999,1545177600000,100.39000000,107.55000000,97.75000000,98.74000000,827748.59096000,1545263999999,84862730.23336790,258340,410278.15520000,42042979.40821500,0
2018-12-21 07:59:59.999,1545264000000,98.73000000,116.00000000,97.88000000,114.05000000,859612.57205000,1545350399999,93128082.54800730,272100,435953.37011000,47118640.37954670,0
2018-12-22 07:59:59.999,1545350400000,113.71000000,118.00000000,104.76000000,107.69000000,666048.71786000,1545436799999,74510414.58797520,242389,329476.24747000,36898334.87146020,0
2018-12-23 07:59:59.999,1545436800000,107.67000000,115.50000000,105.38000000,115.20000000,405672.83117000,1545523199999,44814571.60969250,159158,205365.41855000,22693637.86211100,0
2018-12-24 07:59:59.999,1545523200000,115.18000000,131.94000000,114.91000000,129.03000000,936094.10490000,1545609599999,118250392.55509720,302293,471552.23072000,59521574.56058990,0
2018-12-25 07:59:59.999,1545609600000,129.03000000,157.67000000,128.80000000,138.03000000,1319609.81650000,1545695999999,190137361.06587730,426763,661539.16353000,95340364.83083320,0
2018-12-26 07:59:59.999,1545696000000,138.01000000,139.26000000,119.68000000,127.60000000,1076164.12809000,1545782399999,136600862.04267630,328349,533800.53410000,67748386.42543390,0
2018-12-27 07:59:59.999,1545782400000,127.61000000,135.32000000,122.51000000,129.35000000,794834.05601000,1545868799999,102196717.39505570,258222,404012.07869000,51948808.10703720,0
2018-12-28 07:59:59.999,1545868800000,129.35000000,131.09000000,111.22000000,113.80000000,752177.90111000,1545955199999,90456912.88835210,230428,395194.15934000,47373739.42026310,0
2018-12-29 07:59:59.999,1545955200000,113.75000000,136.66000000,111.87000000,135.30000000,894454.19051000,1546041599999,111865576.49775780,248671,451231.25265000,56341444.48081190,0
2018-12-30 07:59:59.999,1546041600000,135.30000000,145.42000000,128.50000000,132.89000000,1006654.49844000,1546127999999,136479145.94234730,291165,504750.91747000,68468604.55882280,0
